book_id,title,author,isbn,subject_area,genre,mood,tags,summary,publication_year,edition,language,page_count,rating
67,The Rozabal Line,Ashwin Sanghi,9780344638381,Fiction/Stories,Mythological Thriller,Mysterious,mythological thriller;fiction;novel;leisure-reading;story;indian-mythology;suspense,"Spanning years and relationships, this mythological thriller traces a central figure caught between duty and desire. Written in the tradition of mythological thriller, ""The Rozabal Line"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",2007,Special Edition,English,611,3.3
68,Chanakya's Chant,Ashwin Sanghi,9780673590800,Fiction/Stories,Historical Thriller,Fast-paced,historical thriller;fiction;novel;leisure-reading;story;history;suspense,"In prose that lingers, Ashwin Sanghi follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of historical thriller, ""Chanakya's Chant"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",2010,Popular Edition,English,254,4.4
69,The Sialkot Saga,Ashwin Sanghi,9789332112537,Fiction/Stories,Historical Thriller,Romantic | Emotional | Historical,historical thriller;fiction;novel;leisure-reading;story;history;suspense,"In prose that lingers, Ashwin Sanghi follows a central figure caught between duty and desire. Written in the tradition of historical thriller, ""The Sialkot Saga"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",2016,Popular Edition,English,235,4.3
70,Keepers of the Kalachakra,Ashwin Sanghi,9781996688953,Fiction/Stories,Mythological Thriller,Adventure,mythological thriller;fiction;novel;leisure-reading;story;indian-mythology;suspense,"Spanning years and relationships, this mythological thriller traces a central figure caught between duty and desire. Written in the tradition of mythological thriller, ""Keepers of the Kalachakra"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",2021,Reprint Edition,English,323,4.6
71,Jaya: An Illustrated Retelling of the Mahabharata,Devdutt Pattanaik,9780879006112,Fiction/Stories,Mythological Retelling,Hopeful | Dark | Mysterious,mythological retelling;fiction;novel;leisure-reading;story;indian-mythology,"Spanning years and relationships, this mythological retelling traces a journey that tests conviction as much as courage. Written in the tradition of mythological retelling, ""Jaya: An Illustrated Retelling of the Mahabharata"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",2010,Paperback Edition,English,579,4.8
72,Sita: An Illustrated Retelling of the Ramayana,Devdutt Pattanaik,9789303258547,Fiction/Stories,Mythological Retelling,Dark | Hopeful | Fantasy,mythological retelling;fiction;novel;leisure-reading;story;indian-mythology,"Spanning years and relationships, this mythological retelling traces a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of mythological retelling, ""Sita: An Illustrated Retelling of the Ramayana"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",2013,1st Edition,English,287,3.8
73,Shiva to Shankara,Devdutt Pattanaik,9781981786589,Fiction/Stories,Mythological Retelling,Educational | Thought-provoking,mythological retelling;fiction;novel;leisure-reading;story;indian-mythology,"In prose that lingers, Devdutt Pattanaik follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of mythological retelling, ""Shiva to Shankara"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",2017,Popular Edition,English,501,3.9
74,Pashu: Animal Tales from Hindu Mythology,Devdutt Pattanaik,9780510093334,Fiction/Stories,Mythology,Magical | Educational,mythology;fiction;novel;leisure-reading;story;indian-mythology,"Told with a distinct narrative voice, this novel follows individuals confronting change in a world that refuses to stay still. Written in the tradition of mythology, ""Pashu: Animal Tales from Hindu Mythology"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",2014,Popular Edition,English,208,3.7
75,The Pregnant King,Devdutt Pattanaik,9780128779187,Fiction/Stories,Mythological Fiction,Fast-paced | Mysterious,mythological fiction;fiction;novel;leisure-reading;story;indian-mythology,"Spanning years and relationships, this mythological fiction traces characters whose choices ripple across family, community, and circumstance. Written in the tradition of mythological fiction, ""The Pregnant King"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",2008,Special Edition,English,200,4.4
76,Yayati,V.S. Khandekar,9780726316692,Fiction/Stories,Mythological Fiction,Romantic | Dark,mythological fiction;fiction;novel;leisure-reading;story;indian-mythology,"Set against a richly drawn backdrop, this mythological fiction follows a journey that tests conviction as much as courage. Written in the tradition of mythological fiction, ""Yayati"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1959,1st Edition,English,358,4.5
77,Karna's Wife: The Outcast's Queen,Kavita Kane,9789388438209,Fiction/Stories,Mythological Fiction,Dark,mythological fiction;fiction;novel;leisure-reading;story;indian-mythology,"Spanning years and relationships, this mythological fiction traces a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of mythological fiction, ""Karna's Wife: The Outcast's Queen"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",2013,Special Edition,English,344,4.1
78,Sita's Sister,Kavita Kane,9781729681657,Fiction/Stories,Mythological Fiction,Hopeful | Magical | Emotional,mythological fiction;fiction;novel;leisure-reading;story;indian-mythology,"Spanning years and relationships, this mythological fiction traces a central figure caught between duty and desire. Written in the tradition of mythological fiction, ""Sita's Sister"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",2014,Popular Edition,English,491,4.3
79,Menaka's Choice,Kavita Kane,9781211465437,Fiction/Stories,Mythological Fiction,Suspenseful | Historical | Epic,mythological fiction;fiction;novel;leisure-reading;story;indian-mythology,"This mythological fiction follows individuals confronting change in a world that refuses to stay still. Written in the tradition of mythological fiction, ""Menaka's Choice"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",2015,1st Edition,English,437,3.8
